Local ID,County,Municipality,On,Direction,AADT Year,AADT,High_Traffic
0.04680446661914944,0.5,0.8604651162790697,0.5455104551045511,0.16666666666666666,0.37735849056603776,0.07063321035179836,1
0.050368258493703966,0.5,0.06976744186046512,0.21894218942189422,0.16666666666666666,0.7169811320754716,0.017259668950609458,0
0.06676170111665479,0.5,0.16279069767441862,0.9028290282902829,0.16666666666666666,0.18867924528301888,0.16203540000133435,1
0.08077928248990258,0.5,0.023255813953488372,0.525830258302583,0.16666666666666666,0.24528301886792453,0.14335466051091822,1
0.0959847944880019,0.5,0.37209302325581395,0.13714637146371464,0.16666666666666666,0.20754716981132076,0.1006558273899671,1
0.09836065573770492,0.5,0.5348837209302325,0.17650676506765067,0.16666666666666666,0.1509433962264151,0.011255145542975709,0
0.10097410311237824,0.5,0.8604651162790697,0.22509225092250923,0.16666666666666666,0.24528301886792453,0.06596302547919433,0
0.11214065098598242,0.5,0.023255813953488372,0.995079950799508,0.16666666666666666,0.2830188679245283,0.4549227084403584,1
0.15728201473033976,0.5,0.06976744186046512,0.46248462484624847,0.16666666666666666,0.6415094339622641,0.05395397866392682,0
0.2948443810881444,0.5,0.46511627906976744,0.15744157441574416,0.16666666666666666,0.49056603773584906,0.1266754288230467,1
0.36683297695414585,0.5,0.29069767441860467,0.4575645756457565,0.16666666666666666,0.6981132075471698,0.03460606990599585,0
0.37894986932763125,0.5,0.37209302325581395,0.495079950799508,0.16666666666666666,0.6792452830188679,0.02926871576587696,0
0.39344262295081966,0.5,0.37209302325581395,0.5621156211562116,0.16666666666666666,0.9622641509433962,0.03500637146650477,0
0.3986695177001663,0.5,0.10465116279069768,0.5725707257072571,0.16666666666666666,1.0,0.05207256132953492,0
0.40365882632454264,0.5,0.023255813953488372,0.6002460024600246,0.16666666666666666,0.1509433962264151,0.0766377337594321,1
0.40365882632454264,0.5,0.023255813953488372,0.6002460024600246,0.16666666666666666,0.9811320754716981,0.09305676943297284,1
0.4271798526966025,0.5,0.19767441860465115,0.7386223862238622,0.16666666666666666,0.2641509433962264,0.019261176753154044,0
0.46067949631741506,0.5,0.023255813953488372,0.9477244772447725,0.16666666666666666,0.5471698113207547,0.1573652151287303,1
0.6555001187930625,0.5,0.011627906976744186,0.949569495694957,0.16666666666666666,0.8113207547169812,0.02034199096652812,0
0.7457828462817772,1.0,0.5116279069767442,0.24600246002460024,0.16666666666666666,0.7735849056603774,0.04077738563050832,0
0.756711808030411,1.0,0.47674418604651164,0.5781057810578106,0.16666666666666666,0.32075471698113206,0.045280778186233626,0
0.7728676645283915,1.0,0.627906976744186,0.9618696186961869,0.16666666666666666,0.7924528301886793,0.010581304582785698,0
0.7887859349014018,1.0,0.6511627906976745,0.7546125461254612,0.16666666666666666,0.5283018867924528,0.1320127829631656,1
0.7954383464005702,1.0,0.9651162790697675,0.9378843788437884,0.16666666666666666,0.41509433962264153,0.03994342404611474,0
0.7961511047754811,1.0,0.4883720930232558,0.8942189421894219,0.16666666666666666,0.5283018867924528,0.027934377230847237,0
0.8553100498930862,1.0,0.5116279069767442,0.3886838868388684,0.16666666666666666,0.6792452830188679,0.04261210111617419,0
0.8871465906391067,1.0,0.627906976744186,0.8862238622386224,0.16666666666666666,0.8113207547169812,0.017086204941055595,0
0.9387027797576621,1.0,0.3953488372093023,0.8130381303813038,0.16666666666666666,0.8679245283018868,0.0011075009840746696,0
0.9489189831313851,1.0,0.6162790697674418,0.5276752767527675,0.16666666666666666,0.6792452830188679,0.031270223568421546,0
0.8075552387740556,1.0,0.627906976744186,0.6211562115621156,0.16666666666666666,0.9622641509433962,0.01619886981526083,0
0.4632929436920884,0.5,0.36046511627906974,0.9637146371463715,0.16666666666666666,0.20754716981132076,0.019261176753154044,0
0.04727963886909004,0.5,0.27906976744186046,0.34932349323493234,0.16666666666666666,0.9433962264150944,0.02946219485345627,0
0.2993585174625802,0.5,0.6744186046511628,0.18081180811808117,0.16666666666666666,0.8679245283018868,0.009493818676736475,0
0.0135424091233072,0.5,0.9186046511627907,0.8179581795817958,0.16666666666666666,0.7169811320754716,0.10365808909378399,1
0.45592777381800903,0.5,0.10465116279069768,0.9212792127921279,0.0,0.6037735849056604,0.02926871576587696,0
