fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
0.4901960784313726,0.33043478260869563,0.5714285714285715,0.14201183431952663,0.37499999999999994,0.5789473684210527,0.6165413533834586,0.8377563329312369,0.24096385542168694,0.3650793650793651,0.13333333333333344,0.6666666666666666,1.0
0.3529411764705882,0.3826086956521738,0.5357142857142858,0.0591715976331361,0.4166666666666667,0.17105263157894737,0.47368421052631576,0.41556091676718826,0.6024096385542168,0.4285714285714286,0.25,0.6666666666666666,1.0
0.7058823529411764,0.34782608695652173,0.642857142857143,0.37278106508875747,0.4270833333333333,0.3815789473684211,0.34210526315789475,0.48190591073582484,0.5542168674698794,0.3492063492063492,0.3499999999999999,0.6666666666666666,1.0
0.5294117647058825,0.2608695652173913,0.5000000000000001,0.4674556213017752,0.5104166666666666,0.6052631578947368,0.6766917293233082,0.5120627261761179,0.4698795180722893,0.28571428571428575,0.3166666666666667,0.6666666666666666,1.0
0.5294117647058825,0.2608695652173913,0.5000000000000001,0.4674556213017752,0.5104166666666666,0.6052631578947368,0.6766917293233082,0.5120627261761179,0.4698795180722893,0.28571428571428575,0.3166666666666667,0.6666666666666666,1.0
0.7058823529411764,0.34782608695652173,0.642857142857143,0.37278106508875747,0.4270833333333333,0.3815789473684211,0.34210526315789475,0.48190591073582484,0.5542168674698794,0.3492063492063492,0.3499999999999999,0.6666666666666666,1.0
0.33333333333333337,0.417391304347826,0.2142857142857143,0.37869822485207105,0.37499999999999994,0.3815789473684211,0.48872180451127817,0.46984318455971036,0.4578313253012052,0.3968253968253968,0.2666666666666666,0.6666666666666666,1.0
0.4901960784313726,0.33043478260869563,0.5714285714285715,0.14201183431952663,0.37499999999999994,0.5789473684210527,0.6165413533834586,0.8377563329312369,0.24096385542168694,0.3650793650793651,0.13333333333333344,0.6666666666666666,1.0
0.3529411764705882,0.3826086956521738,0.5357142857142858,0.0591715976331361,0.4166666666666667,0.17105263157894737,0.47368421052631576,0.41556091676718826,0.6024096385542168,0.4285714285714286,0.25,0.6666666666666666,1.0
0.7058823529411764,0.2434782608695652,0.6964285714285715,0.053254437869822494,0.3645833333333333,0.35526315789473684,0.462406015037594,0.4034981905910737,0.5060240963855426,0.3650793650793651,0.5,0.6666666666666666,1.0
0.7058823529411764,0.33043478260869563,0.6607142857142858,0.05029585798816568,0.25,0.13157894736842105,0.21428571428571427,0.22255729794933576,0.22891566265060287,0.5396825396825398,0.6666666666666666,0.3333333333333333,1.0
0.803921568627451,0.2608695652173913,0.642857142857143,0.21301775147928997,0.27083333333333337,0.21052631578947367,0.38721804511278196,0.4577804583835958,0.4096385542168678,0.49206349206349215,0.2833333333333332,0.3333333333333333,1.0
0.6666666666666667,0.17391304347826084,0.5892857142857144,0.03550295857988166,0.3229166666666667,0.19736842105263158,0.2593984962406015,0.29493365500602964,0.4578313253012052,0.6507936507936508,0.4666666666666668,0.3333333333333333,1.0
0.4117647058823529,0.13913043478260867,0.642857142857143,0.053254437869822494,0.3645833333333333,0.618421052631579,0.5150375939849624,0.24668275030156483,0.8915662650602412,0.4761904761904763,0.7333333333333334,1.0,1.0
0.7450980392156865,0.5913043478260869,0.4821428571428572,0.14201183431952663,0.3229166666666667,0.5263157894736842,0.6240601503759399,0.7895054282267787,0.21686746987951824,0.7142857142857144,0.2833333333333332,0.3333333333333333,1.0
0.4117647058823529,0.1565217391304348,0.6071428571428572,0.053254437869822494,0.23958333333333331,0.35526315789473684,0.39849624060150374,0.25874547647767937,0.5421686746987954,0.523809523809524,0.5666666666666668,1.0,1.0
0.3529411764705882,0.6956521739130433,0.0,0.029585798816568056,0.38541666666666663,0.3815789473684211,0.34962406015037595,0.34318455971049444,0.5301204819277112,0.2222222222222222,0.2666666666666666,0.6666666666666666,1.0
0.33333333333333337,0.3652173913043477,0.7857142857142858,0.03550295857988166,0.20833333333333337,0.3684210526315789,0.2593984962406015,0.12605548854040616,0.6385542168674702,0.2698412698412699,0.8000000000000002,0.6666666666666666,1.0
0.5686274509803922,0.4521739130434782,0.6785714285714286,0.029585798816568056,0.25,0.21052631578947367,0.6203007518796992,0.2768395657418578,0.3855421686746991,0.49206349206349215,0.5500000000000002,0.6666666666666666,1.0
0.3921568627450981,0.3999999999999999,0.1785714285714286,0.4082840236686391,0.3645833333333333,0.4342105263157895,0.4774436090225564,0.5060313630880606,0.5060240963855426,0.4444444444444445,0.25,0.3333333333333333,1.0
0.33333333333333337,0.3652173913043477,0.7857142857142858,0.03550295857988166,0.20833333333333337,0.3684210526315789,0.2593984962406015,0.12605548854040616,0.6385542168674702,0.2698412698412699,0.8000000000000002,0.6666666666666666,1.0
0.37254901960784326,0.3999999999999999,0.6071428571428572,0.13609467455621302,0.3020833333333333,0.23684210526315788,0.3609022556390977,0.24668275030156483,0.4457831325301206,0.2063492063492063,0.5,1.0,1.0
0.45098039215686275,0.31304347826086953,0.6785714285714286,0.06508875739644972,0.4166666666666667,0.5263157894736842,0.43609022556390975,0.3552472858866089,0.807228915662651,0.41269841269841273,0.4166666666666667,0.6666666666666666,1.0
0.6078431372549019,0.3652173913043477,0.1785714285714286,0.053254437869822494,0.6770833333333334,0.3157894736842105,0.6090225563909775,0.3974668275030165,0.3012048192771084,0.46031746031746035,0.21666666666666679,0.3333333333333333,1.0
0.4117647058823529,0.33043478260869563,0.6607142857142858,0.04142011834319528,0.44791666666666663,0.19736842105263158,0.5112781954887218,0.48190591073582484,0.746987951807229,0.3968253968253968,0.3333333333333333,0.6666666666666666,1.0
0.4901960784313726,0.29565217391304344,0.5000000000000001,0.49704142011834324,0.38541666666666663,0.7236842105263158,0.8984962406015038,0.5060313630880606,0.5421686746987954,0.4444444444444445,0.4000000000000001,0.6666666666666666,1.0
0.47058823529411775,0.27826086956521734,0.5535714285714286,0.02366863905325444,0.44791666666666663,0.4473684210526316,0.5263157894736842,0.3552472858866089,0.7831325301204823,0.3492063492063492,0.3333333333333333,0.6666666666666666,1.0
0.4901960784313726,0.34782608695652173,0.6250000000000001,0.47928994082840237,0.43749999999999994,0.40789473684210525,0.5075187969924813,0.5422195416164042,0.6987951807228916,0.49206349206349215,0.4166666666666667,0.6666666666666666,1.0
0.5686274509803922,0.33043478260869563,0.7857142857142858,0.029585798816568056,0.3958333333333333,0.21052631578947367,0.47368421052631576,0.25874547647767937,0.4698795180722893,0.4285714285714286,0.6,0.6666666666666666,1.0
0.5294117647058825,0.417391304347826,0.5714285714285715,0.08284023668639054,0.25,0.47368421052631576,0.40601503759398494,0.21049457177322126,0.3614457831325304,0.7777777777777778,0.7166666666666668,1.0,1.0
0.7843137254901962,0.27826086956521734,0.6250000000000001,0.5798816568047338,0.3645833333333333,0.25,0.5112781954887218,0.6206272617611553,0.4819277108433739,0.49206349206349215,0.3333333333333333,0.6666666666666666,1.0
0.7450980392156865,0.10434782608695653,0.5357142857142858,0.029585798816568056,0.34375,0.07894736842105263,0.15413533834586465,0.379372738238838,0.807228915662651,0.28571428571428575,0.36666666666666653,0.6666666666666666,1.0
0.5686274509803922,0.29565217391304344,0.5714285714285715,0.08579881656804733,0.4270833333333333,0.39473684210526316,0.3533834586466165,0.29493365500602964,0.4698795180722893,0.3492063492063492,0.4666666666666668,0.6666666666666666,1.0
0.33333333333333337,0.06956521739130433,0.5357142857142858,0.053254437869822494,0.37499999999999994,0.5526315789473685,0.41729323308270677,0.409529553679131,0.746987951807229,0.46031746031746035,0.16666666666666666,0.6666666666666666,1.0
0.2549019607843137,0.33043478260869563,0.28571428571428575,0.849112426035503,0.3645833333333333,0.27631578947368424,0.650375939849624,0.5482509047044615,0.6867469879518076,0.23809523809523808,0.36666666666666653,0.3333333333333333,1.0
0.5490196078431373,0.34782608695652173,0.6964285714285715,0.06508875739644972,0.7395833333333334,0.2631578947368421,0.4398496240601504,0.204463208685164,0.4698795180722893,0.31746031746031744,0.8000000000000002,0.3333333333333333,1.0
0.3921568627450981,0.5391304347826086,0.3392857142857143,0.2840236686390533,0.43749999999999994,0.3157894736842105,0.5375939849624061,0.379372738238838,0.5301204819277112,0.2063492063492063,0.3333333333333333,0.3333333333333333,1.0
0.4901960784313726,0.4347826086956521,0.5000000000000001,0.03550295857988166,0.4583333333333333,0.4868421052631579,0.49624060150375937,0.21049457177322126,0.3975903614457832,0.09523809523809527,0.5333333333333332,0.6666666666666666,1.0
0.5490196078431373,0.27826086956521734,0.6250000000000001,0.14201183431952663,0.5,0.5789473684210527,0.5375939849624061,0.7714113389626069,0.493975903614458,0.2222222222222222,0.09999999999999994,0.3333333333333333,1.0
0.5490196078431373,0.27826086956521734,0.6250000000000001,0.14201183431952663,0.5,0.5789473684210527,0.5375939849624061,0.7714113389626069,0.493975903614458,0.2222222222222222,0.09999999999999994,0.3333333333333333,1.0
0.4313725490196079,0.2608695652173913,0.6250000000000001,0.11242603550295859,0.3958333333333333,0.8157894736842105,0.5714285714285714,0.3974668275030165,0.3734939759036145,0.2222222222222222,0.2333333333333334,0.6666666666666666,1.0
